ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,avg_growth,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PEG,PriceIndex_6m,percenFCFpersharetoprice
DHI,US,2025-02-03,Residential Construction,Consumer Cyclical,49997840384.0,13.191,0.12925,1.7815768,22.915,0.19631,5.415,14.13,1332400000.0,31470500000.0,5796800000.0,2024-12-31,714725000.0,0.2206,0.00959430038984351,0.5005804042479566,141.89999389648438,173.3150177001953,0.11594100776110834,0.17671608302924435,0.014295117439286876,9.108916765497831,10.042462413056219,10.467112770084968,0.8187403248687114,0.09295983486526994
NEM,US,2025-02-03,Gold,Basic Materials,54858604544.0,2.687,-0.07141,1.6673726,30.436,-0.05159,1.963,-2.19,43598000000.0,6169000000.0,3113000000.0,2024-09-30,255250000.0,0.0482,-0.6813766646586729,0.7634582484381065,42.720001220703125,46.52524948120117,0.056745883820343644,0.062551489943135,0.004652870814372861,-18.279909233197774,-19.506849872467182,0.28628585163301556,0.9182111154065797,0.06289793827762852
FTNT,US,2025-02-03,Software - Infrastructure,Technology,74695950336.0,4.828,0.26790002,85.16864,118.588,3.1152499,1.344,1.99,3631400000.0,1336700000.0,1614700000.0,2024-09-30,416000000.0,0.2698,0.24343826602274957,0.5653738322250365,100.87999725341797,55.38999938964844,0.021616968426490305,0.32501358668303776,0.0055692443583451835,48.26733530322511,50.693465956491444,2.0823951297678933,1.821267347265415,0.047858843491754954
PSA,US,2025-02-03,REIT - Industrial,Real Estate,65591164928.0,3.421,0.40367,9.870169,97.567,0.19163999,0.967,9.64,19204215000.0,-20412000.0,2228440000.0,2024-09-30,674107250.0,0.1181,0.15032171721623425,0.30296887020499036,298.4800109863281,298.3072204589844,0.033974697696651346,0.11616257735757608,0.010277409323953515,30.607781222648146,30.962656741320345,2.059759382390589,1.0005792368253035,0.011461404027342718
NSC,US,2025-02-03,Railroads,Industrials,73842794496.0,4.31,0.19849001,4.139683,128.64,0.18303,0.732,11.57,40565000000.0,-987000000.0,4747000000.0,2024-09-30,303750000.0,0.1202,0.03715681280048489,0.7529497150009233,255.3000030517578,238.38795471191406,0.06428521607828833,0.11994037091313356,0.004113468376612614,21.693172260307502,22.065687385631616,5.938530708786643,1.070943384535857,0.016882099288993032
WMB,US,2025-02-03,Oil & Gas Midstream,Energy,96388825088.0,0.625,0.27754,5.4814596,182.368,0.20583001,0.572,2.36,51139000000.0,-2021000000.0,3634000000.0,2024-09-30,750500000.0,0.0705,0.14312378597988853,0.7665698436314429,55.43000030517578,40.45436477661133,0.0377014658772142,0.07398509711307463,0.00778617230072902,23.222457756430416,23.487288264904993,1.6410471609663386,1.3701859023435368,0.011275482528576507
OXY,US,2025-02-03,Oil & Gas E&P,Energy,78210703360.0,1.875,0.16254999,1.6465371,79.146,0.13118,1.001,3.65,76249000000.0,13000000.0,5728000000.0,2024-09-30,1141500000.0,0.0905,0.26592961750673483,0.36463207117534074,46.650001525878906,55.69051742553711,0.07323805763047929,0.07510949096535627,0.014595189033727671,12.267123705720248,12.780822335857234,0.4806092098986888,0.83766507625385,0.04019292473034221
O,US,2025-02-03,REIT - Retail,Real Estate,74281967616.0,0.469,0.1754,1.2382231,68.941,0.02513,1.548,1.05,64842849000.0,1925928000.0,2213254000.0,2024-09-30,840492750.0,0.0303,0.22684859158583318,0.07076934994041799,54.63999938964844,57.86925506591797,0.029795306600403988,0.03314803864087551,0.011314896158175563,51.59142799014137,52.038094656808035,2.2939571408852353,0.9441973864603729,0.008583455439951052
AEP,US,2025-02-03,Utilities - Regulated Electric,Utilities,96171327488.0,0.891,0.13464,1.9728341,165.878,0.10182,0.565,4.96,94098300000.0,-4626800000.0,4040200000.0,2024-09-30,-133025000.0,0.0447,0.0698243458654217,-0.2868166258834442,98.36000061035156,96.24161529541016,0.04201044225477833,0.04515627881504166,-0.0013832085245636075,19.651008187570877,19.830645284345074,2.8400760563609624,1.0220111155495375,0.00905856033419168
OKE,US,2025-02-03,Oil & Gas Midstream,Energy,84323180544.0,0.991,0.14047,3.3554723,166.619,0.16875,0.809,4.72,48174000000.0,-681000000.0,4555000000.0,2024-09-30,680750000.0,0.1132,0.2177573033570803,0.6993207745831863,97.16999816894531,77.81659698486328,0.05401836091349984,0.0959088707809572,0.008073106298982441,20.376906391725704,20.58686401884435,0.9454040668884401,1.248705313955667,0.010198621165732563
GM,US,2025-02-03,Auto Manufacturers,Consumer Cyclical,165768806400.0,24.846,0.06058,0.74853456,174.581,0.14167,1.209,6.37,171216000000.0,12280000000.0,12782000000.0,2024-12-31,-1495000000.0,0.059,0.08646661107484359,0.8700093223348514,49.459999084472656,39.760868072509766,0.07710738997032436,0.0696581941840694,-0.009018584572495299,3.864050091753949,7.764521049367763,0.8979791104160385,1.2439366010388684,0.502345338857883
SRE,US,2025-02-03,Utilities - Diversified,Utilities,93732798464.0,0.906,0.22697,1.7972045,96.747,0.09734,0.518,4.54,88649000000.0,-4744000000.0,2596000000.0,2024-09-30,-864250000.0,0.0447,0.06785461111966443,0.5860409942380291,82.93000030517578,77.58282470703125,0.027695748367067553,0.03093975329241404,-0.009220358446162608,18.066960419642243,18.26651989100788,2.6920086328096575,1.068922156654344,0.010924876361581964
CHTR,US,2025-02-03,Telecom Services,Communication Services,147412926464.0,5.07,0.085200004,3.4607472,533.472,0.32965,0.341,34.96,145787000000.0,-9253000000.0,13245000000.0,2024-12-31,1064250000.0,0.0916,0.063398483651875,0.807190239792772,345.489990234375,363.5,0.08984965102931178,0.09700880366795084,0.007219516127440171,9.737413908305921,9.882436791601116,1.558781255063794,0.9504538933545392,0.014674810105382768
DLR,US,2025-02-03,REIT - Specialty,Real Estate,73329598464.0,6.595,0.08209,2.6030495,79.825,0.01956,1.603,1.23,41845326000.0,-901416000.0,757580000.0,2024-09-30,488576750.0,0.0198,0.019865016068994365,0.7882322414487128,163.86000061035156,142.4370574951172,0.010331162530119701,0.018502873809560446,0.0066627495613501685,127.85772407345655,133.21951269134274,67.0623734854531,1.1504028761333318,0.040247772338793536
PCAR,US,2025-02-03,Farm & Heavy Construction Machinery,Industrials,64085872640.0,17.457,0.13514,3.1179776,83.654,0.27142,5.342,7.89,9117700000.0,22270100000.0,5403900000.0,2024-09-30,693950000.0,0.1376,0.3576765864375786,0.8783307395618343,110.87999725341797,88.84978485107422,0.08432279654450844,0.17216561848871217,0.010828439582905242,11.840684062537132,14.053231591054242,0.39290331332623585,1.2479489673415614,0.15744048009039677
CPRT,US,2025-02-03,Specialty Business Services,Industrials,51532169216.0,3.553,0.32171002,7.3748875,1.573,0.20129,7.029,1.43,4136370000.0,4018262000.0,1583014000.0,2024-10-31,248526000.0,0.2491,0.10097305902159899,0.8087062133422003,57.93000030517578,50.93000030517578,0.030718947486272262,0.19412451720690768,0.004822735075604701,38.02587433928377,40.51048972389915,4.0120097495742515,1.1374435491469774,0.06133264252171177
ROST,US,2025-02-03,Apparel Retail,Consumer Cyclical,48624758784.0,14.071,0.09824,10.191619,114.299,0.43236,1.558,6.35,7278897000.0,2782591000.0,2598616000.0,2024-10-31,421677500.0,0.1752,0.2946970854764751,0.5910698411657511,150.55999755859375,135.40826416015625,0.053442239406133074,0.2582735277326773,0.008672073868235892,21.494330324187995,23.71023583599902,0.8045629564901735,1.1118966666651642,0.09345775922003426
PCG,US,2025-02-03,Utilities - Regulated Electric,Utilities,92840574976.0,0.419,0.110640004,1.2135574,221.631,0.10674,1.039,1.28,114772000000.0,664000000.0,5135000000.0,2024-09-30,-893500000.0,0.0279,0.19820162259218854,0.490815837522701,15.649999618530273,17.778905868530273,0.055309868571230165,0.04448352333760699,-0.009624024842919991,11.899218451976775,12.226562201976776,0.6168749802383628,0.8802566217661183,0.026773163591894657
VLO,US,2025-02-03,Oil & Gas Refining & Marketing,Energy,52526309376.0,16.375,0.028670002,1.7003899,38.593,0.13797,1.567,8.58,36406000000.0,8678000000.0,4960000000.0,2024-09-30,1498000000.0,0.1579,0.7607249640175651,0.404293158193347,133.0,145.34046936035156,0.09442886924521472,0.11001685742170171,0.028519041558332993,13.592657342657343,15.5011655011655,0.20376832934862882,0.9150926826185274,0.1231203007518797
KDP,US,2025-02-03,Beverages - Non-Alcoholic,Consumer Defensive,59799162880.0,0.407,0.15038,1.7742285,67.319,0.09052,0.533,1.66,48616000000.0,-3597000000.0,3471000000.0,2024-09-30,266250000.0,0.0659,0.06956566820957512,0.17285947244140784,32.099998474121094,33.84292221069336,0.058044290803289586,0.07710077967080566,0.004452403464815861,19.092167755494636,19.3373484783862,2.7797258297196343,0.9484996087004108,0.012679128328561197
KMB,US,2025-02-03,Household & Personal Products,Consumer Defensive,50348302336.0,3.331,0.1297,33.78147,517.798,2.30998,0.827,7.55,11318000000.0,-1219000000.0,3429000000.0,2024-09-30,725750000.0,0.266,-0.03833485528222513,-0.06926408033864431,129.97000122070312,135.3101348876953,0.06810557339384608,0.33953856817506683,0.014414587311339688,16.773377645126242,17.214569698106374,-4.4905790230251155,0.9605341191077491,0.025628991064973537
CCI,US,2025-02-03,REIT - Specialty,Real Estate,68242927616.0,0.446,0.18626,7.3174534,559.592,0.20527,0.536,2.82,36919000000.0,-973000000.0,2299000000.0,2024-09-30,407750000.0,0.0594,0.0880213549880019,-0.12168131260760483,89.27999877929688,107.58201599121094,0.03368847264197652,0.0639570466811328,0.005974978129519759,31.501418006842865,31.65957403521166,3.5968060295739757,0.8298784695258985,0.004995519781564142
URI,US,2025-02-03,Rental & Leasing Services,Industrials,63703355392.0,7.299,0.17125,5.7245183,167.987,0.31401,0.825,38.66,24914000000.0,-74000000.0,4068000000.0,2024-12-31,104750000.0,0.1543,0.16930127549272264,1.5195898072986465,758.0599975585938,665.8078002929688,0.0638584886929028,0.16376811594202897,0.001644340386081998,19.419580899084167,19.608380692151936,1.158194504742216,1.1385567985611347,0.009628525477544182
GWW,US,2025-02-03,Industrial Distribution,Industrials,56957796352.0,29.733,0.10802,14.616303,83.325,0.52611,2.595,38.68,2931000000.0,3800000000.0,2561000000.0,2024-09-30,469250000.0,0.3297,0.25977937674201307,0.856335756550416,1062.6700439453125,946.3668212890625,0.044963115921356635,0.3804783835982766,0.008238556089846388,26.704680557014285,27.473372387417594,1.057565567058135,1.12289444223946,0.02797952211921966
D,US,2025-02-03,Utilities - Regulated Electric,Utilities,89313132544.0,2.114,0.16946,1.7959577,156.351,0.085030004,0.738,2.71,91829000000.0,-2841000000.0,3938000000.0,2024-09-30,-1500250000.0,0.0391,-0.08503480417517535,-0.14501138250834048,55.59000015258789,52.79928970336914,0.04409206001211467,0.04425315772913202,-0.01679764170471687,19.732841384718782,20.512915185456787,-2.4122963984487225,1.0528550756060773,0.0380284222737421
KMI,US,2025-02-03,Oil & Gas Midstream,Energy,101812084736.0,0.05,0.16765,1.9896244,101.433,0.083500005,0.46,1.17,68702000000.0,-2554000000.0,4302000000.0,2024-09-30,983500000.0,0.0632,0.051912062767949414,0.7266975103618023,27.479999542236328,19.84718894958496,0.04225431598965034,0.06503597992380722,0.009659953457884963,23.444444053193443,23.487179095928486,4.52441645420985,1.384578925108232,0.0018195051249237026
LEN,US,2025-02-03,Residential Construction,Consumer Cyclical,36693458944.0,26.087,0.11512,1.2602166,14.665,0.15878001,11.501,14.31,12005318000.0,27468023000.0,4849973000.0,2024-11-30,557969000.0,0.1538,-0.04213148408862938,0.5199109994474189,131.24000549316406,163.8870391845703,0.13217541053847834,0.12286705095471903,0.015206225198108159,7.348218413219011,9.171209328662757,-2.1768066155395465,0.8007955122391405,0.1987732315460685
COR,US,2025-02-03,Medical Distribution,Healthcare,51149225984.0,15.961,0.00513,63.325848,557.753,2.0911798,0.879,7.52,19383854000.0,-6559240000.0,3156949000.0,2024-09-30,749378000.0,0.2076,0.03040871725258219,0.13241020006507392,254.2100067138672,240.18690490722656,0.061720367009806286,0.24616327633720594,0.01465081798568004,31.682048765141914,33.80452216939723,11.116720869416708,1.0583841230314248,0.06278667077793411
JCI,US,2025-02-03,Building Products & Equipment,Industrials,62043398144.0,0.911,0.07429,3.1753936,54.68,0.0805,0.935,2.08,31516000000.0,-776000000.0,2416000000.0,2024-09-30,401000000.0,0.0767,-0.07499930994514617,1.2947470966257413,78.0,65.08816528320312,0.03894048476185283,0.0785946649316851,0.00646321787644991,37.06201923076923,37.5,-5.000046004080193,1.1983745379919157,0.01167948717948718
MNST,US,2025-02-03,Beverages - Non-Alcoholic,Consumer Defensive,46554365952.0,1.671,0.21662001,8.011106,13.985,0.23517,3.13,1.56,4155543000.0,2652614000.0,1983029000.0,2024-09-30,397875250.0,0.2522,0.04862811447008636,-0.02707533481425809,48.709999084472656,50.470001220703125,0.04259598341527424,0.2912725132513836,0.00854646480225357,30.153204541328627,31.22435838748247,6.421050605754037,0.9651277572089991,0.034305071472125456
TEL,US,2025-02-03,Electronic Components,Technology,47821746176.0,4.409,0.20151,3.5169318,37.194,0.26461,1.608,6.33,14922000000.0,3046000000.0,3001000000.0,2024-12-31,725500000.0,0.1657,0.028842221136235923,1.0759185231085115,147.97000122070312,142.82127380371094,0.06275387747146073,0.16701914514692787,0.01517092239438346,22.679463068041567,23.37598755461345,8.104780642308102,1.036050143510612,0.029796580142104626
PAYX,US,2025-02-03,Software - Application,Technology,48264744960.0,4.162,0.31983998,13.961156,22.517,0.45672,1.378,4.75,3125100000.0,2100400000.0,2216400000.0,2024-11-30,392475000.0,0.4048,0.12199127970329264,0.5894303943627753,147.6699981689453,122.892333984375,0.04592171784678172,0.42415079896660607,0.008131711880488926,30.212210140830592,31.08842066714638,2.54841335731207,1.201620909793451,0.02818446571143291
STZ,US,2025-02-03,Beverages - Brewers,Consumer Defensive,52192698368.0,0.356,0.05687,3.2951026,149.155,0.07111,1.252,3.74,19176700000.0,340500000.0,3384600000.0,2024-11-30,425500000.0,0.1273,0.039191139624048243,0.36482816650625643,180.8000030517578,234.4336395263672,0.06484815128997318,0.1734162687270715,0.008152481349017192,48.247059639507434,48.342246805282834,12.334993896329399,0.7712203906275272,0.001969026515436991
MPWR,US,2025-02-03,Semiconductors,Technology,29644855296.0,29.978,0.21292,13.224784,0.693,0.20214,6.419,8.86,694290000.0,1823862000.0,485620000.0,2024-09-30,169730000.0,0.2156,0.25771426531242775,2.964404541679449,637.3699951171875,767.8056030273438,0.016381257224943345,0.19284777090501287,0.005725445386906705,68.55440125476157,71.93792269945683,2.7913830308247114,0.8301189684005066,0.047033905313487834
IQV,US,2025-02-03,Diagnostics & Research,Healthcare,48786841600.0,9.433,0.09174,5.1907988,200.258,0.22001,0.805,7.61,21548000000.0,-1360000000.0,2165000000.0,2024-09-30,490250000.0,0.0766,0.26199932524569,1.0134394655597039,201.36000061035156,233.64999389648438,0.04437671980799019,0.10724192589657222,0.010048816113564523,25.220368017128983,26.459921236577078,1.0099232588390934,0.8618018654841546,0.046846444037580454
MCHP,US,2025-02-03,Semiconductors,Technology,35331153920.0,0.533,0.14220001,4.5169845,102.895,0.118030004,0.884,1.44,12716800000.0,-380200000.0,1136900000.0,2024-09-30,377675000.0,0.1561,0.21595674919426475,1.5783951366746103,54.29999923706055,72.95256042480469,0.032178399906617035,0.09215667201660101,0.0106895744434265,37.33819391462538,37.70833280351427,1.746105780171454,0.744319307243916,0.009815838075301845
LHX,US,2025-02-03,Aerospace & Defense,Industrials,52635209728.0,2.842,0.05709,2.1183703,67.726,0.06258,1.041,7.87,33587000000.0,329000000.0,2050000000.0,2024-09-30,448000000.0,0.0664,0.0047527491685447525,0.3445323301844826,212.00999450683594,224.90582275390625,0.03894731322614024,0.06044344851987263,0.00851141284161504,26.577890026281565,26.939008196548404,56.68089613236811,0.9426612077483604,0.013405028412037265
FIS,US,2025-02-03,Information Technology Services,Technology,53539729408.0,2.457,0.14146,2.6551745,66.387,0.03034,1.18,0.97,28277000000.0,928000000.0,1685000000.0,2024-09-30,502750000.0,0.0247,0.22408226047859592,0.4461060694115497,81.47000122070312,72.17615509033203,0.03147195584720726,0.05769560006848142,0.009390223028002046,81.45670228938468,83.98969198010631,3.7481633664673297,1.1287661571711514,0.030158340041556646
ODFL,US,2025-02-03,Trucking,Industrials,39613100032.0,0.347,0.21027,9.546386,1.437,0.30241,1.328,5.72,4690772000.0,181479000.0,1630989000.0,2024-09-30,247143000.0,0.3259,0.15679867551311433,1.16795823594716,185.61000061035156,193.76992797851562,0.04117297052445946,0.33475061116514726,0.006238920957974875,32.38863647034118,32.44930080600552,2.0694881955996833,0.9578885771734983,0.0018695113348361663
EA,US,2025-02-03,Electronic Gaming & Multimedia,Communication Services,31891951616.0,9.772,0.14118,4.378175,29.954,0.13962,1.425,3.9,9164000000.0,1185000000.0,1459000000.0,2024-09-30,494500000.0,0.1265,0.12594248818139123,0.4789185434189771,122.91000366210938,145.1474151611328,0.04574821941182265,0.14097980481205913,0.015505479437386087,29.009744528745994,31.51538555438702,2.5023632619514666,0.8467942989247382,0.07950532673373036
PWR,US,2025-02-03,Engineering & Construction,Industrials,49668190208.0,5.176,0.03539,6.3602486,70.631,0.12696,1.233,5.41,10820251000.0,1520711000.0,1179041000.0,2024-09-30,453564750.0,0.0863,0.17177853831433432,1.8213400441305243,307.6099853515625,239.43191528320312,0.023738352355147686,0.09553882428290436,0.009131896050582186,55.90276993559381,56.85951670084334,3.3100477660833967,1.2847492991388283,0.016826501890322035
HSY,US,2025-02-03,Confectioners,Consumer Defensive,35230720000.0,3.039,0.16166,7.1302724,134.227,0.43405998,0.847,8.7,9069606000.0,-643210000.0,2426741000.0,2024-09-30,413429750.0,0.2711,0.10588805392268615,-0.010946662732210469,149.25,193.09422302246094,0.06888139101329749,0.2879927551470403,0.011734921965829821,16.80586206896552,17.155172413793103,1.620123496302888,0.772938711805164,0.02036180904522613
HWM,US,2025-02-03,Aerospace & Defense,Industrials,54558474240.0,1.169,0.14814,11.525858,78.925,0.25719,2.235,2.59,7167000000.0,1874000000.0,1531000000.0,2024-09-30,250500000.0,0.1067,0.1286040135538137,1.4711189803169364,126.58000183105469,86.6121826171875,0.028061635178161463,0.1693396748147329,0.0045914040575633225,48.421236228206446,48.872587579557795,3.800238128579658,1.4614572454607084,0.009235266101198632
GEHC,US,2025-02-03,Health Information Services,Healthcare,47719882752.0,7.77,0.08564,4.8332872,126.093,0.21853,1.227,3.65,23216000000.0,1968000000.0,2513000000.0,2024-09-30,423750000.0,0.1311,-0.03904758132256401,0.6633642084007195,88.30000305175781,81.45965576171875,0.05266148731043722,0.09978557814485388,0.00887994637795375,22.06301453472817,24.191781658015838,-6.19546226389095,1.0839722096303483,0.08799546694744219
FAST,US,2025-02-03,Industrial Distribution,Industrials,43069321216.0,0.51,0.15439999,11.820768,14.644,0.32698002,4.397,2.0,1477900000.0,2518900000.0,1519000000.0,2024-09-30,260475000.0,0.3665,0.0912397953094959,0.8340640202570517,73.23999786376953,65.67872619628906,0.035268723934188694,0.3800540432345877,0.006047808338879394,36.36499893188476,36.619998931884766,4.01359941762972,1.11512512658791,0.006963408176890289
GIS,US,2025-02-03,Packaged Foods,Consumer Defensive,49704927232.0,0.843,0.12136,3.5687513,139.823,0.24168,0.66,4.6,26014700000.0,-642900000.0,3719300000.0,2024-11-30,700025000.0,0.1404,0.022377665857258398,-0.04945391343760379,60.13999938964844,67.04521179199219,0.07482759169206704,0.14659188547915403,0.014083613818255916,12.890652041227922,13.07391291079314,5.84239348026215,0.8970066285454183,0.014017293125298915
KR,US,2025-02-03,Grocery Stores,Consumer Defensive,63656681472.0,3.087,0.018609999,5.180337,229.201,0.24285999,0.872,3.78,37393000000.0,8751000000.0,4231000000.0,2024-10-31,573750000.0,0.1017,0.008356009824177038,0.22293048988923028,61.63999938964844,53.28254318237305,0.06646592159946393,0.09169122746185852,0.00901319369361674,15.490211478742973,16.30687814540964,19.51514956125086,1.1568516761422192,0.05008111665423569
VRSK,US,2025-02-03,Consulting Services,Industrials,43393986560.0,3.252,0.32650003,136.1397,1069.413,2.65609,0.818,6.47,3470600000.0,-242500000.0,1188100000.0,2024-09-30,226925000.0,0.2317,0.019974376367249465,0.276060213894745,287.44000244140625,261.5422668457031,0.027379369681954382,0.36804931693565873,0.005229411215451139,43.92395710068103,44.42658461227299,22.241788076606003,1.0990193130465657,0.011313665364523889
DOW,US,2025-02-03,Chemicals,Basic Materials,43895762944.0,4.689,0.02464,1.4486713,95.059,0.05863,1.66,1.57,41412000000.0,7150000000.0,1871000000.0,2024-09-30,172750000.0,0.0922,-0.4741715229563434,0.5075742652757493,39.04999923706055,49.55754470825195,0.042623703850117094,0.03852806721304724,0.003935459561789272,21.8859867751978,24.872610979019456,-0.5245488135589589,0.7879728397956373,0.12007682692986808
AME,US,2025-02-03,Specialty Industrial Machinery,Industrials,44851208192.0,1.713,0.19271,4.457227,26.778,0.14886,1.39,5.74,12033949000.0,766765000.0,1755573000.0,2024-09-30,421099000.0,0.129,0.15453674920767815,0.6037820027578535,184.55999755859375,154.20849609375,0.039142156271124426,0.13714649042233112,0.009388799476646214,31.854877623448388,32.15330967919752,2.0806254721967443,1.1968212013843373,0.009281534583116584
SYY,US,2025-02-03,Food Distribution,Consumer Defensive,50461638656.0,1.492,0.024360001,19.308645,599.732,0.88346,1.263,3.9,13817000000.0,1948000000.0,3218375000.0,2024-12-31,453250000.0,0.1739,0.22068884721551676,0.12221229388563044,72.91999816894531,73.62089538574219,0.06377864622946262,0.20414684427529337,0.008982070580185322,18.314871325370593,18.697435427934696,0.8472306445860155,0.9904796428632867,0.020460779449599644
EXC,US,2025-02-03,Utilities - Regulated Electric,Utilities,85692342272.0,0.613,0.106000006,1.5226089,173.221,0.0933,1.087,2.43,98047000000.0,639000000.0,4293000000.0,2024-09-30,-368750000.0,0.0324,0.1070834057583084,-0.02318874540829434,40.0,36.76907730102539,0.05009782538529979,0.043501611170784105,-0.004303184978064127,16.20864197530864,16.46090534979424,1.5372041291763892,1.0878706493645003,0.015325
CTSH,US,2025-02-03,Information Technology Services,Technology,40798044160.0,4.084,0.116009995,2.8462093,12.891,0.16478,2.228,4.52,12616000000.0,4160000000.0,2990000000.0,2024-09-30,412250000.0,0.1921,0.06885853051048686,0.8061785637874568,82.61000061035156,71.1679916381836,0.07328782694273156,0.17823080591320933,0.010104651055900029,17.373008984591056,18.276548807599905,2.654217084231338,1.1607746503560037,0.04943711378557051
CTVA,US,2025-02-03,Agricultural Inputs,Basic Materials,48324612096.0,3.627,0.04177,1.800858,22.883,0.02704,1.501,0.96,26259000000.0,5225000000.0,1934000000.0,2024-09-30,162750000.0,0.0475,0.2543578405634805,0.6101975394046512,65.2699966430664,51.01803970336914,0.04002101447101081,0.061428026934315844,0.003367849071952952,64.21145483652751,67.98957983652751,2.672989347838061,1.2793513240132606,0.05556917705748486
IT,US,2025-02-03,Information Technology Services,Technology,43103555584.0,22.963,0.1733,39.550846,282.147,1.30419,1.023,13.52,4293921000.0,79569000.0,1142665000.0,2024-09-30,317030500.0,0.2288,0.21069619708007234,0.9707608635191157,542.8300170898438,457.4700012207031,0.026509762002653817,0.26127074716073434,0.007355089289146286,38.45170244747366,40.15014919303578,1.9055943937031403,1.1865915046699627,0.042302376945008546
EXR,US,2025-02-03,REIT - Industrial,Real Estate,45733306368.0,0.475,0.24412,2.3241491,81.828,0.05568,2.927,3.76,26719903523.0,-3717000.0,1404737000.0,2024-09-30,455368500.0,0.0764,0.19341096226089335,0.3508425231524423,154.0,155.68374633789062,0.030715841725865396,0.052579996729348336,0.00995704304289325,40.8311170212766,40.95744680851064,2.1176383349596732,0.9891848290043311,0.003084415584415584
IR,US,2025-02-03,Specialty Industrial Machinery,Industrials,41375666176.0,3.417,0.11715999,3.6287568,47.256,0.08479,2.36,2.05,14015000000.0,2415600000.0,1424100000.0,2024-09-30,327125000.0,0.0555,0.3810113289418681,1.2518299453393757,93.80000305175781,87.00420379638672,0.034418781173028,0.08667364551507553,0.007906217113423764,44.08926978134528,45.75609904963796,1.2009117727997818,1.0781088609382037,0.03642857024337767
EFX,US,2025-02-03,Consulting Services,Industrials,39200534528.0,3.777,0.100659996,6.7181544,108.422,0.11927,0.882,4.51,10691200000.0,-221300000.0,999100000.0,2024-09-30,195875000.0,0.1067,0.06556374701606493,0.9461307678672818,274.7799987792969,277.6875,0.025486897360707337,0.09542593530024164,0.004996743089308927,60.08935671381306,60.92682899762681,9.292761895182416,0.9895295927231038,0.01374554194912012
BKR,US,2025-02-03,Oil & Gas Equipment & Services,Energy,47658852352.0,2.692,0.082049996,2.8677907,36.933,0.14292,1.295,2.98,20962000000.0,3778000000.0,3250000000.0,2024-09-30,448250000.0,0.0702,0.31505265213836037,0.7841401866646562,46.18000030517578,34.10969161987305,0.06819299751483869,0.13136620856911885,0.00940538804185429,14.593288693012008,15.496644397709995,0.49187474831681144,1.3538674233651034,0.05829363322239487
FANG,US,2025-02-03,Oil & Gas E&P,Energy,62044344320.0,1.267,0.35208,1.2746371,33.574,0.122650005,0.453,17.32,63725000000.0,-2441000000.0,4461000000.0,2024-09-30,-1425250000.0,0.165,0.2724201855707919,0.43523367073968094,164.36000061035156,182.0706024169922,0.07190018766242319,0.07279224593694929,-0.02297147331671568,9.416455000597665,9.489607425539928,0.3483445033875411,0.9027267358292228,0.007708688216688914
ED,US,2025-02-03,Utilities - Regulated Electric,Utilities,58672676864.0,0.268,0.12267999,1.5046849,120.07,0.08582,1.009,5.32,62565000000.0,53000000.0,2675000000.0,2024-09-30,-377500000.0,0.0453,-0.047271807277438786,-0.09403210031543646,93.73999786376953,99.02308654785156,0.0455919201743684,0.042719345874988025,-0.006433999949840775,17.569924410482994,17.620300350332617,-3.727443769373756,0.9466479094091957,0.002858971688792644
NUE,US,2025-02-03,Steel,Basic Materials,32004595712.0,20.691,0.080520004,1.502787,32.901,0.13221,2.592,8.46,20824974000.0,8304431000.0,3616604000.0,2024-09-30,438546500.0,0.2797,0.08454966287356218,1.2430589266771155,128.42999267578125,149.26828002929688,0.11300264601199034,0.12415646663568995,0.013702610210931946,12.735105517231824,15.180850198082888,1.7954950596059427,0.8603970826928152,0.16110722712749803
GLW,US,2025-02-03,Electronic Components,Technology,50955575296.0,1.884,0.01237,3.7529323,72.739,0.019299999,1.655,0.58,20646000000.0,3039000000.0,820000000.0,2024-09-30,259750000.0,0.0495,-0.10848022060472833,1.1992339905185903,52.08000183105469,37.28427505493164,0.0160924490644377,0.034621068186616,0.005097577615228894,86.54483074319774,89.79310660526671,-8.277371312918671,1.3968355762402305,0.03617511393551052
CBRE,US,2025-02-03,Real Estate Services,Real Estate,50363416576.0,3.408,0.02792,4.9212723,73.116,0.11434,1.126,3.08,14229000000.0,1186000000.0,1300504000.0,2024-09-30,228411750.0,0.097,-0.005786390480327863,0.9150305731678763,144.74000549316406,106.62000274658203,0.02582239427774917,0.08436613687966267,0.0045352711457793855,45.88701477050782,46.99350827700132,-81.21385592065783,1.357531436546545,0.02354566720091051
EL,US,2025-02-03,Household & Personal Products,Consumer Defensive,37609537536.0,6.546,0.01314,5.8275666,196.892,0.03857,1.315,0.56,14102000000.0,1729000000.0,1599000000.0,2024-09-30,333250000.0,0.1541,-0.32784317326710805,0.9394756804721063,83.43000030517578,91.09497833251953,0.04251581127445215,0.10100435853704756,0.008860784307198985,137.29285768781386,148.9821434020996,-4.544311291201339,0.9158572934792887,0.07846098497010198
